Bank_id,Year,Net_interest_income,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
1,2005,3.68,2.87,34.2,0.01,26,3.77,2.215158,79.82646,31.86203,65.40485,4.225665,,7.92343,10.3661,1.3432,13.69,6,0.639813,-10577.95
1,2006,4.05,3.43,31.41,,26,4.25,2.647385,73.50272,50.45939,67.91642,4.211831,-1.3834,8.06073,9.80247,1.605288,13.58,6.5,0.607042,-10033.55
1,2007,4.85,3.42,34.53,,27,5.8,2.639666,93.09021,46.53313,64.57487,4.268158,5.6327,7.66082,9.86212,1.600608,14.29,7,0.581652,-16191.43
1,2008,4.45,3.84,39.11,0.27,26,6.37,2.963836,75.2961,32.94013,59.71589,4.367421,9.9263,3.0867,10.5385,1.797174,15.7,7,0.708587,-11338.01
1,2009,7.6,4.75,38.31,0.53,27,8.35,3.666203,95,35.29485,60.30101,4.39519,2.7769,7.86189,11.4597,2.223067,15.82,5,0.723537,-12258.77
1,2010,12.46,5.58,38.28,,28,10.88,4.306824,137.5276,19.62946,60.92293,4.477109,8.1919,8.49758,11.0076,2.611519,15.38,4.25,0.869521,-20239.53
1,2011,15.96,4.53,47.2,,30,11.99,3.4964,139.1456,61.35608,50.24307,4.764308,28.7199,5.24131,11.0845,2.730946,14.93,6.5,0.864799,-20570.59
1,2012,18.69,7.05,39.04,,27,8.86,5.441418,130.1532,58.53275,58.57642,4.740575,-2.3733,5.45639,10.6839,4.250148,14.18,8.5,0.899338,-18185.4
1,2013,18.32,5.03,61.23,0.04,32,9.31,3.882316,121.4854,31.50754,37.85746,5.28963,54.9055,6.38611,10.2952,3.032375,13.88,7.9,0.909499,-16857.39
1,2014,22.3,4.22,59.22,0.39,31,11.06,3.257132,163.8501,31.00805,39.66157,5.334794,4.5164,7.41023,10.4409,2.54406,13.34,7.75,0.959928,-30266.52
1,2015,26.09,5.13,57.34,,31,6.65,3.9595,124.0019,29.77448,41.22348,5.417255,8.2461,7.99625,10.4283,3.092661,13,8,0.894212,-16810.38
1,2016,27.71,3.07,59.84,1.05,32,4.91,2.369525,131.0165,24.70598,36.90004,5.528158,11.0903,8.25631,10.3085,1.212198,12.8,6.75,0.901524,-18620.22
1,2017,28.32,3.48,56.19,4.2,32,4.95,2.685976,159.4595,26.26071,40.41282,5.491909,-3.6249,6.79538,10.7672,1.374088,12.53,6.25,0.797634,-27171.83
1,2018,26.39,4.17,55.03,,31,3.33,3.218541,145.0797,23.78467,41.98402,5.359883,-13.2026,6.53299,10.7885,1.646537,12.2,6,0.76367,-22494.38
1,2019,28.05,4.28,59.19,,31,3.95,3.303442,136.8293,20.36445,38.91064,5.52242,16.2537,4.04155,11.228,1.689971,13.21,6.5,0.756966,-20165.25
1,2020,26.01,1.31,52.02,,31,3.72,1.0111,358.2645,27.04882,45.89253,5.315224,-20.7196,-7.96461,12.6008,0.5172573,17.6,5.25,0.754692,-137943.5
2,2005,40.47,-2.57,85.22,31.66,40,3.77,-1.134905,28.31654,4.605685,3.650717,7.57602,,7.92343,10.3661,-1.202796,13.69,6,0.743372,-11786.78
2,2006,7.61,0.35,66.54,0.28,38,4.25,0.1545591,7.24831,17.20681,10.99634,6.535706,-104.031,8.06073,9.80247,0.1638049,13.58,6.5,0.798724,-11303.82
2,2007,15.43,0.23,59.74,3.8,36,5.8,0.1015674,35.73414,25.65153,9.79915,6.675987,14.0281,7.66082,9.86212,0.1076432,14.29,7,0.705919,-12947.73
2,2008,6.74,3.96,71.76,-19,39,6.37,1.748726,15.05136,28.10647,18.5417,6.357322,-31.8665,3.0867,10.5385,1.853336,15.7,7,0.392722,-21120.58
2,2009,5.32,2.4,77.6,-5.36,40,8.35,1.059834,13.30998,20.94929,18.81026,6.485307,12.7985,7.86189,11.4597,1.123234,15.82,5,0.394684,-14477.85
2,2010,3.28,1.13,77.41,-0.32,41,10.88,0.499005,10.47589,22.56125,19.38115,6.515379,3.0072,8.49758,11.0076,0.5288559,15.38,4.25,0.505558,-17340.02
2,2011,3.51,1.12,59.52,-6.27,43,11.99,0.494589,11.0586,18.9972,14.65853,6.855556,34.0177,5.24131,11.0845,0.6752008,14.93,6.5,0.563315,-18313.13
2,2012,4.67,1.87,51.12,-4.43,47,8.86,0.8257871,7.398606,23.71498,25.35672,7.106147,25.0591,5.45639,10.6839,1.127344,14.18,8.5,0.506445,-14562.69
2,2013,6.65,1.4,43.01,-3.09,51,9.31,0.6182363,6.667336,31.74152,19.99072,7.401085,29.4938,6.38611,10.2952,0.844001,13.88,7.9,0.471608,-13940.68
2,2014,11.81,0.56,71.57,16.4,53,11.06,0.2472945,8.631148,48.70697,14.69193,7.740503,33.9418,7.41023,10.4409,0.3376004,13.34,7.75,0.442968,-12025.55
2,2015,13.85,0.57,73.95,4.3,69,6.65,0.2517105,8.433295,66.09237,13.23022,7.884791,14.4288,7.99625,10.4283,0.343629,13,8,0.601154,-12372.84
2,2016,21.6,0.67,77.37,,70,4.91,0.2958702,12.82813,74.13343,13.68985,7.898445,1.3654,8.25631,10.3085,0.2645515,12.8,6.75,0.573628,-12266.44
2,2017,26.54,0.54,81.65,,78,4.95,0.2384626,14.38249,66.49545,11.06517,8.15339,25.4945,6.79538,10.7672,0.2132206,12.53,6.25,0.395474,-11746.99
2,2018,19.57,0.6,67.93,1.35,88,3.33,0.2649584,12.46894,59.40542,11.7304,8.136773,-1.6617,6.53299,10.7885,0.2369118,12.2,6,0.407403,-13476
2,2019,5.7,-0.19,73.5,-9.68,80,3.95,-0.0839035,3.885745,54.25272,14.05388,7.941765,-19.5008,4.04155,11.228,-0.0750221,13.21,6.5,3.66601,-17190.48
2,2020,-5.78,-6.43,0,-13.43,30,3.72,-2.839471,-90.73784,,92.6023,5.79283,-214.893,-7.96461,12.6008,-2.538904,17.6,5.25,3.40981,-2242718
3,2005,639.88,1.33,90.29,40,18917,3.77,0.8988323,23.22318,46.85093,5.15595,10.71763,,7.92343,10.3661,0.6224588,13.69,6,0.392255,-13905.16
3,2006,482.45,1.42,87.72,76.8,19134,4.25,0.9596555,15.01117,52.7161,6.580574,10.92038,20.275,8.06073,9.80247,0.66458,13.58,6.5,0.51306,-13963.84
3,2007,376.4,1.26,88,90,20379,5.8,0.8515254,8.891976,61.02239,6.616291,11.12231,20.193,7.66082,9.86212,0.5896978,14.29,7,0.894119,-13389.47
3,2008,964.76,1.32,86.35,268.55,20079,6.37,0.8920742,16.13745,59.94801,6.295023,11.32586,20.355,3.0867,10.5385,0.6177787,15.7,7,0.403406,-10914.91
3,2009,1141.92,0.9,87.02,313.23,20457,8.35,0.6082324,16.06706,60.21809,5.992903,11.48912,16.326,7.86189,11.4597,0.4212127,15.82,5,0.550486,-10994.95
3,2010,1515.9,1.16,87.15,830.21,20959,10.88,0.783944,18.33616,58.83758,5.548886,11.70931,22.019,8.49758,11.0076,0.5428963,15.38,4.25,0.478625,-10583.32
3,2011,1370.41,1.11,87.18,800,21227,11.99,0.7501533,13.64026,61.88588,5.623369,11.92693,21.762,5.24131,11.0845,0.6691722,14.93,6.5,0.410305,-12204.63
3,2012,1298.68,1.02,87.24,1183.46,22334,8.86,0.68933,9.190571,60.75675,5.743371,12.11688,18.995,5.45639,10.6839,0.614915,14.18,8.5,0.465307,-12151.81
3,2013,1476.91,0.64,87.46,1481.22,22557,9.31,0.4325208,9.257012,63.35941,5.554799,12.2277,11.082,6.38611,10.2952,0.385829,13.88,7.9,0.366687,-12027.65
3,2014,2165.75,0.57,86.58,2030.81,24569,11.06,0.3852139,12.40706,62.60667,5.353401,12.30336,7.566,7.41023,10.4409,0.343629,13.34,7.75,0.335754,-11686.67
3,2015,1996.01,0.29,85.17,2004.29,24231,6.65,0.195986,11.0902,65.99699,5.567141,12.33313,2.977,7.99625,10.4283,0.1748288,13,8,0.346596,-12122.41
3,2016,1910.13,-0.33,83.66,5973.05,24137,4.91,-0.2230186,11.15707,63.53458,5.864284,12.38767,5.454,8.25631,10.3085,-0.1303015,12.8,6.75,0.364719,-12291.11
3,2017,2644.33,-0.13,85.16,4552.37,23944,4.95,-0.0878558,16.28269,63.59857,6.031272,12.37598,-1.169,6.79538,10.7672,-0.0513309,12.53,6.25,0.300253,-12089.68
3,2018,2692.56,-1.96,84.52,10326.5,23967,3.33,-1.324595,17.87363,60.171,4.06324,12.44001,6.403,6.53299,10.7885,-0.7739118,12.2,6,0.304366,-12110.29
3,2019,1700.2,-3.48,86.22,11761.1,23210,3.95,-2.351832,12.04065,57.21079,3.673053,12.4235,-1.651,4.04155,11.228,-1.374088,13.21,6.5,0.684199,-14407.8
3,2020,2456.69,-2.22,88.61,7468,23356,3.72,-1.500307,16.86926,55.41225,4.90801,12.46072,3.722,-7.96461,12.6008,-0.8765735,17.6,5.25,0.356957,-13790.28
4,2005,250.72,0.55,74.96,,1586,3.77,0.2007292,109.7387,49.08653,9.96991,8.013307,,7.92343,10.3661,0.2574078,13.69,6,0.631714,-25977.5
4,2006,303.55,1.45,61.83,,1773,4.25,0.5291952,115.9694,55.18446,10.90979,8.203919,19.0612,8.06073,9.80247,0.6786205,13.58,6.5,0.635652,-23255.53
4,2007,379.41,1.28,65.88,,1982,5.8,0.4671516,115.2696,39.39946,10.9579,8.304906,10.0987,7.66082,9.86212,0.599058,14.29,7,0.496724,-21003.27
4,2009,334.79,-7.92,27.11,5.61,857,8.35,-2.890501,890.6358,57.12172,39.53418,7.103955,-120.095,7.86189,11.4597,-3.706672,15.82,5,0.80074,-835606.4
4,2010,314.6,-4.24,38.82,-4.09,870,10.88,-1.54744,551.8331,59.67389,32.8187,7.290123,18.6168,8.49758,11.0076,-1.98438,15.38,4.25,0.850608,-317050.5
4,2011,397.79,1.67,29.87,0.57,821,11.99,0.6094869,908.8188,61.99526,35.90528,7.461077,17.0954,5.24131,11.0845,1.006773,14.93,6.5,0.851692,-846138.4
4,2012,504.64,0.2,23.5,1.8,623,8.86,0.0729924,502.4793,69.08801,29.311,7.665599,20.4522,5.45639,10.6839,0.1205716,14.18,8.5,0.815404,-258563
4,2013,567.32,-3.23,26.56,6.83,648,9.31,-1.178828,660.0582,67.33066,29.93607,7.83999,17.4391,6.38611,10.2952,-1.947231,13.88,7.9,0.82448,-446299.6
4,2014,653.69,-3.46,21,-4.21,755,11.06,-1.262769,543.8353,64.80334,23.21179,8.094394,25.4404,7.41023,10.4409,-2.085888,13.34,7.75,0.843662,-303447.8
4,2015,720.41,-2.22,26.99,-3.41,733,6.65,-0.8102162,665.7518,61.01217,26.32069,8.24721,15.2816,7.99625,10.4283,-1.338344,13,8,0.876395,-461448.5
4,2016,844.93,-0.64,23.34,19.79,716,4.91,-0.2335758,383.3795,64.67953,21.73683,8.438557,19.1347,8.25631,10.3085,-0.2527059,12.8,6.75,0.892953,-155542.5
4,2017,1081.64,0.96,23.33,2.75,612,4.95,0.3503637,365.3943,58.17485,19.05607,8.720345,28.1788,6.79538,10.7672,0.3790588,12.53,6.25,0.879628,-142004.7
4,2018,1237.45,1.27,20.85,18.7,643,3.33,0.463502,329.8635,65.99261,18.9525,8.95225,23.1905,6.53299,10.7885,0.5014632,12.2,6,0.901525,-118191.3
4,2019,1421.67,0.36,24.98,45.08,672,3.95,0.1313864,332.3134,62.45668,21.14292,9.053648,10.1398,4.04155,11.228,0.1421471,13.21,6.5,0.889272,-125133.4
4,2020,1463.68,0.07,25.81,-48.14,723,3.72,0.0255474,407.4947,48.34442,21.93388,9.017712,-3.5936,-7.96461,12.6008,0.0276397,17.6,5.25,0.874311,-202663.6
5,2005,753.35,1.59,84.18,12.4,13108,3.77,1.696643,34.15237,53.52138,5.612814,10.39601,137.83,7.92343,10.3661,0.7441424,13.69,6,0.368067,-11867.36
5,2006,391.55,1.38,83.41,40,14028,4.25,1.472558,17.7273,54.34175,7.115778,10.61323,,8.06073,9.80247,0.6458595,13.58,6.5,0.500154,-14982.15
5,2007,446.89,1.31,87.2,92.59,12981,5.8,1.397863,15.79658,58.6632,6.63907,10.76935,15.612,7.66082,9.86212,0.6130984,14.29,7,0.533812,-13981.94
5,2008,626.47,1.16,87.36,98.66,13387,6.37,1.237803,15.95313,60.49999,5.741567,10.94363,17.428,3.0867,10.5385,0.5428963,15.7,7,0.309148,-11744.69
5,2009,765.38,1.09,86.74,170.13,14255,8.35,1.163108,15.19896,64.46585,5.326467,11.13414,19.051,7.86189,11.4597,0.5101354,15.82,5,0.303129,-11621.19
5,2010,964.62,1.39,85.99,305.21,14292,10.88,1.483229,16.10935,62.11205,4.881473,11.41136,27.722,8.49758,11.0076,0.6505396,15.38,4.25,0.313868,-11585.48
5,2011,896.96,1.36,84.62,468.22,14098,11.99,1.451217,11.98604,65.59677,5.961779,11.59819,18.683,5.24131,11.0845,0.8198867,14.93,6.5,0.328601,-12418.44
5,2012,859.93,1.19,84.99,481.68,15099,8.86,1.269815,8.273005,66.8214,6.005353,11.73243,13.424,5.45639,10.6839,0.7174009,14.18,8.5,0.349401,-11966.96
5,2013,1047.42,0.99,84.62,615.12,16523,9.31,1.0564,8.787148,67.24129,5.769816,11.89341,16.098,6.38611,10.2952,0.5968293,13.88,7.9,0.331201,-11805.88
5,2014,1332.84,0.29,84.76,1477.17,20276,11.06,0.3094506,10.00614,64.32628,5.221346,12.02779,13.438,7.41023,10.4409,0.1748288,13.34,7.75,0.316862,-11620.03
5,2015,1499.84,0.38,83.71,1732.98,19799,6.65,0.405487,9.913669,68.021,5.435044,12.12903,10.124,7.99625,10.4283,0.229086,13,8,0.2873,-11803.11
5,2016,1564.47,0.28,87.17,3100.01,20016,4.91,0.2987799,9.613481,65.40645,5.498246,12.20588,7.685,8.25631,10.3085,0.1105588,12.8,6.75,0.350299,-11833.96
5,2017,2308.31,0.08,87.6,3834.04,19380,4.95,0.0853657,13.6718,61.33873,5.094887,12.31537,10.949,6.79538,10.7672,0.0315882,12.53,6.25,0.317682,-11586.59
5,2018,2372.06,-1.46,85.92,10102.9,19921,3.33,-1.557924,13.95263,61.55316,4.467204,12.3974,8.203,6.53299,10.7885,-0.5764853,12.2,6,0.354362,-11371.99
5,2019,2045.04,-1.09,88.17,6674.26,20346,3.95,-1.163108,11.85729,63.70454,5.280596,12.42646,2.906,4.04155,11.228,-0.4303897,13.21,6.5,0.515325,-12189.14
5,2020,2742.94,-0.5,87.18,5456.39,20364,3.72,-0.5335356,15.3339,64.68268,5.014084,12.4044,-2.206,-7.96461,12.6008,-0.1974265,17.6,5.25,0.34768,-12466.44
6,2012,70.48,0.05,55.49,,76,8.86,0.1200952,129.8453,42.17812,18.73119,8.047686,-435.671,5.45639,10.6839,0.0301429,14.18,8.5,0.401659,-47098.13
6,2013,49.58,0.1,51.12,28.08,79,9.31,0.2401903,23.90665,48.42037,23.07072,8.49871,,6.38611,10.2952,0.0602858,13.88,7.9,1.6671,-18964.32
6,2014,43.8,0.94,37.97,-9.55,84,11.06,2.257789,20.17503,36.05383,20.67517,8.6444,14.569,7.41023,10.4409,0.5666864,13.34,7.75,3.16901,-20410.49
6,2015,123.25,1.11,38.07,,85,6.65,2.666112,45.7074,38.55492,21.00626,8.675485,3.1085,7.99625,10.4283,0.6691722,13,8,0.346846,-13214.45
6,2016,139.34,0.85,38.44,,85,4.91,2.041618,51.35255,44.34336,22.39369,8.64945,-2.6035,8.25631,10.3085,0.335625,12.8,6.75,0.473349,-14113.98
6,2017,136.83,0.67,44.58,,74,4.95,1.609275,58.62217,30.39147,20.6177,8.760688,,6.79538,10.7672,0.2645515,12.53,6.25,0.551125,-14499.23
6,2018,104.84,0.89,51.09,,78,3.33,2.137694,41.97966,36.49725,25.65947,8.585229,-17.5459,6.53299,10.7885,0.3514191,12.2,6,0.551926,-15013.84
6,2019,94.97,0.21,52.3,99.97,78,3.95,0.5043996,29.61427,29.16482,17.98778,8.951457,36.6228,4.04155,11.228,0.0829191,13.21,6.5,0.414477,-13629.53
6,2020,100.82,1.02,43.95,-74.97,76,3.72,2.449941,26.70021,31.55416,14.23646,9.244556,29.3099,-7.96461,12.6008,0.40275,17.6,5.25,0.283257,-12817.15
7,2005,415.82,1.21,84.02,3.04,4761,3.77,2.104386,23.64495,41.33915,6.415907,10.53857,129.401,7.92343,10.3661,0.5662971,13.69,6,0.66095,-12529.57
7,2006,729.63,1.18,80.66,127.06,6553,4.25,2.052211,26.01761,44.86975,5.802463,10.81439,27.582,8.06073,9.80247,0.5522566,13.58,6.5,0.49609,-11287.04
7,2007,1010.11,1.1,80.25,73.73,9980,5.8,1.913078,23.72726,50.33836,4.644197,11.20173,38.734,7.66082,9.86212,0.5148155,14.29,7,0.6159,-11545.74
7,2008,1795.49,1.24,79.97,322.69,14739,6.37,2.156561,27.01659,54.44635,8.004072,11.60439,40.266,3.0867,10.5385,0.5803375,15.7,7,0.57073,-11839.84
7,2009,2896.88,1.44,79.46,732.21,20624,8.35,2.504394,26.64006,55.20961,6.914878,11.90309,29.87,7.86189,11.4597,0.6739404,15.82,5,0.588971,-10637.71
7,2010,3945.78,1.67,78.22,1357.04,21640,10.88,2.904401,33.23019,57.75931,8.881711,12.10431,20.122,8.49758,11.0076,0.7815835,15.38,4.25,0.472862,-10709.59
7,2011,4632.13,1.68,77.97,955.12,26341,11.99,2.921793,30.86541,58.67325,7.827682,12.39964,29.533,5.24131,11.0845,1.012801,14.93,6.5,0.552179,-11148.94
7,2012,5420.22,1.68,77.06,860.43,31738,8.86,2.921793,25.31895,59.43383,7.985406,12.56244,16.28,5.45639,10.6839,1.012801,14.18,8.5,0.660589,-11195.86
7,2013,6551.11,1.7,74.18,1179.22,41752,9.31,2.956576,24.42672,57.83579,9.721575,12.73835,17.591,6.38611,10.2952,1.024858,13.88,7.9,0.608507,-10868.29
7,2014,7405.22,1.78,73.31,1295.98,42420,11.06,3.095709,24.56484,60.03127,9.972863,12.85643,11.808,7.41023,10.4409,1.073087,13.34,7.75,0.575083,-10933.91
7,2015,8365.05,1.83,69.8,1788.61,42230,6.65,3.182667,24.1486,60.84939,9.671658,13.04317,18.674,7.99625,10.4283,1.10323,13,8,0.564465,-11072.26
7,2016,9371.46,1.72,66.31,3800.46,50135,4.91,2.991359,23.27811,62.75668,9.848619,13.19899,15.582,8.25631,10.3085,0.6791471,12.8,6.75,0.544126,-10906.49
7,2017,11691.3,0.65,68.89,11157.1,56617,4.95,1.130455,26.55091,62.0265,9.271078,13.30713,,6.79538,10.7672,0.2566544,12.53,6.25,0.444866,-10936.29
7,2018,10967.1,0.04,65.62,16598.7,59819,3.33,0.0695665,25.64978,63.59489,9.177281,13.44637,13.924,6.53299,10.7885,0.0157941,12.2,6,0.530427,-12121.06
7,2019,13130.3,0.63,68.47,10221.5,61940,3.95,1.095672,25.11412,61.7728,8.324168,13.59361,14.724,4.04155,11.228,0.2487573,13.21,6.5,0.495315,-11690.47
7,2020,15536.6,0.2,69.94,12755.5,74140,3.72,0.3478324,25.52539,62.43948,9.282246,13.72686,13.325,-7.96461,12.6008,0.0789706,17.6,5.25,0.437272,-11239.95
8,2016,149.89,1.88,61.19,2.13,20548,4.91,1.769769,13.43895,62.95422,16.87799,9.891238,-383.562,8.25631,10.3085,0.7423235,12.8,6.75,0.941697,-20281.96
8,2017,411.41,4.46,76.82,47.75,24220,4.95,4.198495,12.47408,55.69199,14.7058,10.31679,42.5552,6.79538,10.7672,1.761044,12.53,6.25,0.637711,-14200
8,2018,706.18,4.03,76.44,226.14,28159,3.33,3.793708,16.81313,67.0571,21.17341,10.69897,38.218,6.53299,10.7885,1.591257,12.2,6,0.463146,-13354.37
8,2019,1063.05,4.25,76.6,391,32342,3.95,4.000808,18.02959,70.23775,19.84658,10.94096,24.199,4.04155,11.228,1.678125,13.21,6.5,0.479459,-13019.32
8,2020,1549.2,4.18,62.24,-41.33,39750,3.72,3.934913,15.47938,72.6467,16.56763,11.42647,48.551,-7.96461,12.6008,1.650485,17.6,5.25,0.439786,-12068.71
9,2005,118.73,1.46,36.27,-1.62,275,3.77,2.033159,41.66842,58.60547,26.17033,8.611212,-281.526,7.92343,10.3661,0.6833006,13.69,6,0.512511,-9881.69
9,2006,198.37,2.41,35.31,,282,4.25,3.356105,45.7865,56.47467,26.51991,8.693769,8.2557,8.06073,9.80247,1.127914,13.58,6.5,0.593908,-8530.534
9,2007,232.77,3.1,43.02,,283,5.8,4.316981,44.49819,46.16039,28.1376,8.751088,5.7319,7.66082,9.86212,1.450844,14.29,7,0.579046,-8739.757
9,2008,347.98,3.76,51.6,,314,6.37,5.23608,50.12316,42.5114,29.6888,9.002234,25.1146,3.0867,10.5385,1.759733,15.7,7,0.516925,-7986.372
9,2009,393.33,3.42,42.32,,293,8.35,4.762605,47.67174,34.08655,27.91247,9.194755,19.2521,7.86189,11.4597,1.600608,15.82,5,0.371863,-7682.331
9,2010,492.86,2.6,40.73,,284,10.88,3.620694,60.28057,26.93559,22.98459,9.509029,31.4274,8.49758,11.0076,1.216837,15.38,4.25,0.771382,-8469.479
9,2011,580.99,3.77,48.96,,226,11.99,5.250006,61.30268,48.05623,28.88037,9.408557,-10.0472,5.24131,11.0845,2.272774,14.93,6.5,0.857899,-9613.61
9,2012,507.88,3.62,36.87,,382,8.86,5.04112,41.78363,38.35708,25.01326,9.691401,,5.45639,10.6839,2.182345,14.18,8.5,0.539707,-10131.24
9,2013,482.33,2.57,32.83,,395,9.31,3.578917,35.00192,33.92066,20.09502,10.02007,32.8669,6.38611,10.2952,1.549345,13.88,7.9,0.261034,-10611.89
9,2014,890.83,3.73,30.05,,403,11.06,5.194303,49.14924,31.61934,19.38149,10.201,18.093,7.41023,10.4409,2.24866,13.34,7.75,0.632496,-9051.437
9,2015,691.13,2.52,34.21,17.66,420,6.65,3.509288,39.3914,33.05564,20.74547,10.24082,3.982,7.99625,10.4283,1.519202,13,8,0.329871,-10009.35
9,2016,574.73,2.58,36.88,-4.68,449,4.91,3.592842,28.53377,34.92249,18.45243,10.47316,23.234,8.25631,10.3085,1.018721,12.8,6.75,0.433387,-10919.7
9,2017,956.14,2.32,54.98,110,453,4.95,3.230773,44.5888,39.17554,20.77613,10.45867,-1.449,6.79538,10.7672,0.9160588,12.53,6.25,0.374369,-9233.205
9,2018,676.16,2.12,50.06,-110,460,3.33,2.952258,34.18178,40.28007,20.92922,10.54794,8.927,6.53299,10.7885,0.8370882,12.2,6,0.447884,-11172.65
9,2019,904.63,2.22,41.84,,459,3.95,3.091516,36.31871,35.97493,20.40766,10.89804,35.01,4.04155,11.228,0.8765735,13.21,6.5,0.423136,-9994.002
9,2020,1071.25,1.97,54.58,,472,3.72,2.743372,27.30844,32.48366,16.84747,11.19297,29.493,-7.96461,12.6008,0.7778603,17.6,5.25,0.366157,-9384.767
10,2005,2.46,-3.52,65.56,35.05,80,3.77,-1.888489,10.42815,43.87957,11.19345,6.397813,-479.516,7.92343,10.3661,-1.64741,13.69,6,3.02636,-21273.74
10,2006,4.64,-1.32,73.29,2.72,68,4.25,-0.7081835,21.11971,37.89469,19.68739,6.10014,-29.7673,8.06073,9.80247,-0.6177787,13.58,6.5,0.403807,-17796.54
10,2007,4.62,-1.9,77.55,3.47,76,5.8,-1.019355,19.44444,36.37951,18.68787,6.152243,5.2103,7.66082,9.86212,-0.8892268,14.29,7,0.340263,-16181.47
10,2008,8.68,4.08,74.38,0.62,94,6.37,2.188931,27.52934,52.73336,17.92392,6.275854,12.3611,3.0867,10.5385,1.909497,15.7,7,0.247174,-13107.24
10,2009,14.84,3.14,77.39,-9.61,103,8.35,1.684618,31.85233,47.0351,16.33814,6.413131,13.7277,7.86189,11.4597,1.469564,15.82,5,0.295607,-11877.13
10,2010,10.18,0.37,73.85,-9.68,106,10.88,0.198506,30.03836,55.44147,14.3734,6.547259,13.4128,8.49758,11.0076,0.1731652,15.38,4.25,0.350572,-15203.74
10,2011,9.6,1.99,69.02,5.07,100,11.99,1.06764,21.67043,51.33878,14.22308,6.614498,6.7239,5.24131,11.0845,1.199687,14.93,6.5,0.356136,-14231.13
10,2012,10.66,2.14,56.53,3.1,98,8.86,1.148116,15.66725,54.1449,22.8106,7.080506,,5.45639,10.6839,1.290116,14.18,8.5,0.411174,-12708
10,2013,10.46,1.48,59.59,18.77,95,9.31,0.7940239,12.15996,59.31419,24.71311,7.062774,-1.7732,6.38611,10.2952,0.8922297,13.88,7.9,0.351178,-12254.03
10,2014,13.74,0.84,69.25,-6.27,97,11.06,0.4506622,17.19004,60.84834,24.61739,7.100621,3.7847,7.41023,10.4409,0.5064006,13.34,7.75,0.447319,-12492.96
10,2015,13.3,1.24,66.96,-9.07,112,6.65,0.6652632,14.40485,61.06082,25.93594,7.35239,25.1769,7.99625,10.4283,0.7475438,13,8,0.458683,-13616.61
10,2016,24.42,0.08,73.32,27.06,108,4.91,0.0429202,23.18208,53.28584,23.91636,7.436517,8.4127,8.25631,10.3085,0.0315882,12.8,6.75,0.44383,-11854.99
10,2017,24.12,0.99,73.92,8.18,106,4.95,0.5311376,20.10503,58.0435,21.20852,7.597572,16.1055,6.79538,10.7672,0.3909044,12.53,6.25,0.387613,-11632.46
10,2018,21.56,0.57,75.8,-52.6,108,3.33,0.3058065,18.11612,68.7178,18.34561,7.765455,16.7883,6.53299,10.7885,0.2250662,12.2,6,0.39545,-12662.92
10,2019,9.64,0.38,74.57,23.81,110,3.95,0.203871,6.485033,56.3127,14.49741,8.011156,24.5701,4.04155,11.228,0.1500441,13.21,6.5,0.702423,-14145.51
10,2020,19.46,-0.18,81.6,42.35,107,3.72,-0.0965705,11.57507,48.81953,13.33158,8.082093,7.0937,-7.96461,12.6008,-0.0710735,17.6,5.25,0.294126,-13404.81
11,2005,1304.83,0.75,85.92,429.39,39529,3.77,1.250973,22.67668,45.84665,5.944959,11.45809,337.6,7.92343,10.3661,0.3510106,13.69,6,0.291188,-13006.18
11,2006,1127.39,0.79,82.6,340.01,38774,4.25,1.317692,19.46263,52.83574,6.917943,11.63861,18.052,8.06073,9.80247,0.3697312,13.58,6.5,0.335953,-15190.23
11,2007,1381.79,0.8,87.26,227.15,38604,5.8,1.334372,17.62137,58.41642,6.042733,11.87162,23.301,7.66082,9.86212,0.3744113,14.29,7,0.298858,-13494.35
11,2008,2051.04,0.89,84.65,435.98,37260,6.37,1.484488,18.93812,59.41069,6.149198,12.09848,22.686,3.0867,10.5385,0.4165325,15.7,7,0.271481,-12255.85
11,2009,2757.66,1.09,84.88,268.6,36440,8.35,1.818081,19.32059,63.1976,5.68209,12.33126,23.278,7.86189,11.4597,0.5101354,15.82,5,0.269806,-11551.94
11,2010,2806.36,1.21,86.69,900.65,38152,10.88,2.018237,17.8816,62.89069,5.427766,12.53652,20.526,8.49758,11.0076,0.5662971,15.38,4.25,0.268787,-11639.43
11,2011,2809.19,1.33,85.22,1055.47,39385,11.99,2.218393,14.00026,63.80529,5.871566,12.7894,,5.24131,11.0845,0.801801,14.93,6.5,0.277877,-12092.07
11,2012,3422.33,1.24,86.04,1568.87,41447,8.86,2.068276,12.25002,64.24402,6.142529,13.01103,22.163,5.45639,10.6839,0.7475438,14.18,8.5,0.269531,-11430.75
11,2013,3630.62,0.9,86.61,3067.02,43108,9.31,1.501168,11.04185,59.98254,5.843058,13.21245,20.142,6.38611,10.2952,0.5425721,13.88,7.9,0.266789,-11579.34
11,2014,4462.74,0.75,86.26,2935.16,49617,11.06,1.250973,12.30578,60.19759,5.456472,13.39924,18.679,7.41023,10.4409,0.4521434,13.34,7.75,0.26322,-11679.67
11,2015,4402,0.49,86.37,3785.91,49378,6.65,0.8173026,11.09056,59.8702,5.571467,13.48002,8.078,7.99625,10.4283,0.2954004,13,8,0.26036,-11838.75
