Bank_id,Year,Net_interest_income,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
29,2015,404.1,1.49,86.38,165,4364,6.65,9.037291,15.57207,64.45918,9.67137,10.23535,10.897,7.99625,10.4283,0.8982582,13,8,0.392157,-11057.72
29,2016,409.98,1.5,85.39,205,4517,4.91,9.097943,14.66068,66.20848,9.596289,10.36735,13.2,8.25631,10.3085,0.5922794,12.8,6.75,0.405133,-11298.54
29,2017,483.95,1.5,85.38,251.5,4689,4.95,9.097943,16.30142,67.57066,10.12226,10.47081,,6.79538,10.7672,0.5922794,12.53,6.25,0.333148,-11693.68
29,2018,532.1,1.6,82.26,303,5318,3.33,9.704473,16.73339,69.74138,10.42445,10.59507,12.426,6.53299,10.7885,0.6317647,12.2,6,0.40852,-11727.73
29,2019,514.39,1.64,84.95,270,5517,3.95,9.947084,15.14841,72.19209,10.69571,10.72015,12.508,4.04155,11.228,0.6475588,13.21,6.5,0.544323,-12536.25
29,2020,679.95,1,82.1,631,5740,3.72,6.065296,17.731,68.21846,10.64889,10.81444,9.429,-7.96461,12.6008,0.3948529,17.6,5.25,0.389833,-12130
30,2011,1.98,-11.5,1.13,,29,11.99,-2.941421,-11.84211,13.95534,,5.239257,-557.518,5.24131,11.0845,-6.932866,14.93,6.5,0.500459,-2615.369
30,2012,6.91,-2.99,4.78,,27,8.86,-0.7647694,-132.6295,39.29039,,5.43311,19.3853,5.45639,10.6839,-1.802545,14.18,8.5,0.59972,-96765.41
30,2013,5.09,-2.56,16.87,,29,9.31,-0.6547858,-142.1788,54.32217,,5.717455,28.4345,6.38611,10.2952,-1.543316,13.88,7.9,0.529201,-256985.8
30,2014,3.6,-1.07,12.22,,26,11.06,-0.27368,108.1081,69.94518,,6.19224,47.4785,7.41023,10.4409,-0.6450579,13.34,7.75,2.29669,-650245.8
30,2015,0.28,-0.53,18.15,,33,6.65,-0.1355611,2.486678,72.20686,,6.29534,10.31,7.99625,10.4283,-0.3195147,13,8,386.381,-107456.4
30,2016,-2.57,-1.94,20.73,,30,4.91,-0.4962049,-151.1765,63.3448,,6.160427,-13.4913,8.25631,10.3085,-0.7660147,12.8,6.75,3.32125,-3541788
30,2017,-0.51,-6.75,0.33,,7,4.95,-1.726486,3.524533,,,5.263467,-89.696,6.79538,10.7672,-2.665257,12.53,6.25,9.17839,-15024.87
31,2012,22.47,0.4,1.82,-54.52,43,8.86,0.1329511,178.475,54.59774,93.5184,6.466704,120.324,5.45639,10.6839,0.2411432,14.18,8.5,0.537301,-72170.66
31,2013,20.88,1.42,9.79,,55,9.31,0.4719763,59.57204,69.22788,72.0422,6.747669,28.0965,6.38611,10.2952,0.8560581,13.88,7.9,0.496211,-45733.82
31,2014,55.66,2.66,29.81,,61,11.06,0.8841247,72.94888,62.29909,46.91306,7.220294,47.2625,7.41023,10.4409,1.603602,13.34,7.75,0.617696,-18271.16
31,2015,47.46,1.05,35.46,,64,6.65,0.3489965,48.83721,64.91725,39.49748,7.419141,19.8847,7.99625,10.4283,0.6330007,13,8,0.66104,-23001.93
31,2016,59.88,1.13,48.68,3,55,4.91,0.3755868,36.66646,56.69053,41.47148,8.056075,63.6934,8.25631,10.3085,0.4461838,12.8,6.75,0.501002,-14525.3
31,2017,39.25,-4.15,57.51,273.62,64,4.95,-1.379367,22.93846,50.66289,34.1557,8.13935,,6.79538,10.7672,-1.63864,12.53,6.25,0.54225,-18127.8
31,2018,30.66,-6.35,50.97,166.19,67,3.33,-2.110598,16.19395,65.14703,18.96152,8.493773,35.4423,6.53299,10.7885,-2.507316,12.2,6,0.882598,-17048.96
31,2019,36.51,1.85,64.62,-109.88,64,3.95,0.6148987,11.80827,59.93618,15.38309,8.808992,31.5219,4.04155,11.228,0.7304779,13.21,6.5,1.65015,-15513.18
31,2020,10.64,-0.84,73.17,-36.2,62,3.72,-0.2791972,3.764506,39.94834,15.44641,8.754233,-5.4759,-7.96461,12.6008,-0.3316765,17.6,5.25,11.6988,-20779.58
32,2005,564.57,1.12,80.28,115.96,10199,3.77,0.8689676,26.29086,54.67062,9.005227,10.43187,167.764,7.92343,10.3661,0.5241758,13.69,6,0.29464,-11666.66
32,2006,473.56,1.24,81.16,187,11325,4.25,0.9620712,20.1234,59.15681,8.331697,10.60922,17.735,8.06073,9.80247,0.5803375,13.58,6.5,0.509236,-12860.5
32,2007,635.52,1.17,80.34,186.26,11880,5.8,0.9077607,19.90728,56.8082,7.142269,10.87276,26.354,7.66082,9.86212,0.5475765,14.29,7,0.323341,-11475.96
32,2008,699.78,1.29,83.22,123,12010,6.37,1.000864,16.18221,58.83924,6.349335,11.10643,23.367,3.0867,10.5385,0.6037382,15.7,7,0.329067,-11169.39
32,2009,1107.21,1.24,85.13,170,12465,8.35,0.9620712,18.06808,55.82154,5.634272,11.37258,26.615,7.86189,11.4597,0.5803375,15.82,5,0.306662,-10128.52
32,2010,1493.34,1.28,83.04,345.25,13143,10.88,0.9931058,20.68032,56.59899,5.171496,11.62328,25.07,8.49758,11.0076,0.599058,15.38,4.25,0.32006,-9790.735
32,2011,1255.88,1.21,81.35,479.27,13861,11.99,0.9387954,14.35387,60.5193,4.973786,11.87415,25.087,5.24131,11.0845,0.729458,14.93,6.5,0.331888,-11106.44
32,2012,1492.62,1.06,83.24,557.2,13813,8.86,0.8224157,11.72812,61.42624,5.059861,12.00494,13.079,5.45639,10.6839,0.6390293,14.18,8.5,0.293249,-10598.97
32,2013,1607.94,0.88,85.82,928.12,14816,9.31,0.6827602,10.75888,61.37056,4.944988,12.17273,16.779,6.38611,10.2952,0.5305149,13.88,7.9,0.342527,-10641.88
32,2014,1647.72,0.29,87.09,1438.11,17091,11.06,0.2250005,9.571821,61.73711,4.541851,12.31065,13.792,7.41023,10.4409,0.1748288,13.34,7.75,0.32978,-10974.05
32,2015,1482.46,0.28,88.21,1835.09,17999,6.65,0.2172419,8.007432,64.1905,4.639294,12.32826,1.761,7.99625,10.4283,0.1688002,13,8,0.413306,-11221.47
32,2016,1735.16,-0.23,87.36,5266.51,18383,4.91,-0.1784487,9.498981,59.74626,4.839353,12.36676,3.85,8.25631,10.3085,-0.0908162,12.8,6.75,0.378893,-11381.51
32,2017,3090.31,0.23,88.97,3508.66,18507,4.95,0.1784487,15.88033,56.62036,5.128039,12.42074,,6.79538,10.7672,0.0908162,12.53,6.25,0.357392,-10262.99
32,2018,2313.08,-1.67,82.62,10982.1,19419,3.33,-1.295693,13.81725,54.02142,4.887911,12.30994,-11.08,6.53299,10.7885,-0.6594044,12.2,6,0.33941,-11278.7
32,2019,1872.07,-3.14,86.42,11585.1,18935,3.95,-2.436213,13.36369,56.77144,7.755888,12.27176,-3.818,4.04155,11.228,-1.239838,13.21,6.5,0.715599,-12614.63
32,2020,3749.2,-1.13,89.46,3279.49,18486,3.72,-0.8767262,25.42763,55.50196,5.990452,12.34383,7.207,-7.96461,12.6008,-0.4461838,17.6,5.25,0.648719,-12673.35
33,2005,22.47,-0.8,69.38,,105,3.77,-0.3573886,25.97688,35.82541,17.4284,7.540143,-480.369,7.92343,10.3661,-0.3744113,13.69,6,1.30686,-18981.61
33,2006,107.11,4.3,19.86,-3.75,108,4.25,1.920964,58.15823,54.0013,38.31739,7.535638,-0.4505,8.06073,9.80247,2.012461,13.58,6.5,0.958191,-8349.345
33,2007,151.69,4.6,23.42,-4.77,109,5.8,2.054984,63.0125,30.3285,23.60683,8.104133,56.8495,7.66082,9.86212,2.152865,14.29,7,0.647989,-8846.283
33,2008,230.02,4.2,24.89,-1,131,6.37,1.87629,57.74754,39.75137,18.62636,8.424922,32.0789,3.0867,10.5385,1.965659,15.7,7,0.721476,-8138.852
33,2009,254.93,4.1,12.37,-0.33,120,8.35,1.831617,50.78995,26.64914,13.75197,8.79718,37.2258,7.86189,11.4597,1.918858,15.82,5,0.613539,-7347
33,2010,239.75,1.72,15.09,138.13,110,10.88,0.7683855,49.00758,31.63603,19.03604,8.862651,6.5471,8.49758,11.0076,0.8049843,15.38,4.25,0.574374,-6944.398
33,2011,180.3,0.89,8.89,105.78,109,11.99,0.3975948,39.66648,43.31702,18.41599,8.93075,6.8099,5.24131,11.0845,0.5365435,14.93,6.5,1.07965,-8159.923
33,2012,263.31,4.92,11.9,,106,8.86,2.19794,42.96764,24.99919,22.63848,8.945699,1.4949,5.45639,10.6839,2.966061,14.18,8.5,0.712587,-7298.071
33,2013,92.17,3.21,9.88,,92,9.31,1.434022,21.45834,39.85016,29.16063,8.705016,-24.0683,6.38611,10.2952,1.935174,13.88,7.9,0.535748,-10538.77
33,2014,76.38,2.05,6.92,8.4,95,11.06,0.9158083,21.31852,17.34403,12.3402,9.618114,91.3098,7.41023,10.4409,1.235859,13.34,7.75,0.589146,-11491.73
33,2015,107.99,0.84,8.07,-8.39,92,6.65,0.375258,28.29408,32.41425,14.97755,9.475238,-14.2876,7.99625,10.4283,0.5064006,13,8,0.450241,-10738.86
33,2016,98.04,0.67,15.32,61.45,93,4.91,0.2993129,25.01084,41.95719,15.0985,9.503134,2.7896,8.25631,10.3085,0.2645515,12.8,6.75,0.441385,-11575.23
33,2017,62.46,-1.28,14.52,272.83,90,4.95,-0.5718217,17.20851,34.59253,14.27485,9.453119,,6.79538,10.7672,-0.5054117,12.53,6.25,0.306559,-14280.14
33,2018,2.35,-2.36,29.63,326.9,91,3.33,-1.054296,0.7932221,42.63237,16.99784,9.118139,-33.498,6.53299,10.7885,-0.9318529,12.2,6,54.8588,-20579.96
33,2019,8.15,1.17,17.51,-72.37,98,3.95,0.5226808,2.203417,32.57712,11.07249,9.644926,52.6787,4.04155,11.228,0.4619779,13.21,6.5,8.74508,-20363.38
33,2020,46.4,0.68,30.74,,98,3.72,0.3037803,10.16385,23.65215,9.046109,9.967073,32.2147,-7.96461,12.6008,0.2685,17.6,5.25,1.26777,-15674.23
34,2012,123.83,6.38,14.05,4.64,32,8.86,2.888446,72.95275,10.0789,49.03061,7.816187,-215.089,5.45639,10.6839,3.846233,14.18,8.5,1.08202,-8830.901
34,2013,90.2,3.28,12.26,,34,9.31,1.484969,35.30194,13.32716,38.26786,8.135751,31.9564,6.38611,10.2952,1.977374,13.88,7.9,0.711733,-8470.66
34,2014,47.58,1.62,55.83,,34,11.06,0.7334297,14.4708,9.094763,14.58855,9.152145,101.639,7.41023,10.4409,0.9766297,13.34,7.75,0.549019,-11552.47
34,2015,289.23,2.93,56.75,,38,6.65,1.326512,31.94676,12.35652,14.62849,9.312004,15.9859,7.99625,10.4283,1.766374,13,8,0.506678,-6873.151
34,2016,87.36,1.48,58.63,,37,4.91,0.6700469,11.88377,15.93108,15.44294,9.343386,3.1382,8.25631,10.3085,0.5843824,12.8,6.75,1.11074,-9866.252
34,2017,260.58,2.99,42.83,,39,4.95,1.353676,35.22303,16.11334,29.35647,8.828443,-51.4943,6.79538,10.7672,1.18061,12.53,6.25,0.489741,-6880.895
34,2018,-12.25,1.63,40.3,,41,3.33,0.7379571,-3.578105,15.0382,31.26521,9.082551,25.4108,6.53299,10.7885,0.6436103,12.2,6,12.3606,-15783.19
34,2019,-24.8,0.22,40.97,152.31,36,3.95,0.0996016,-6.251575,15.19808,32.9082,9.037163,-4.5388,4.04155,11.228,0.0868676,13.21,6.5,5.01979,-15219.15
34,2020,-69.66,-1.57,28.46,-152.31,40,3.72,-0.710793,-21.07078,12.32976,26.66555,9.205482,16.8319,-7.96461,12.6008,-0.6199191,17.6,5.25,2.96289,-19744.3
35,2005,1.43,-7.68,41.48,,18,3.77,-2.928179,23.75415,50.45161,38.83011,4.755743,-444.974,7.92343,10.3661,-3.594348,13.69,6,0.399971,-23363.26
35,2006,0.94,-1.71,46.81,,21,4.25,-0.6519774,15.87838,58.9639,25.35676,5.116675,36.0932,8.06073,9.80247,-0.8003041,13.58,6.5,0.6366,-21897.88
35,2007,1.29,0.34,54.26,,21,5.8,0.1296329,14.51068,61.13836,22.64599,5.244759,,7.66082,9.86212,0.1591248,14.29,7,0.372393,-17708.47
35,2008,1.61,1.63,44.63,,26,6.37,0.6214755,14.68978,62.41539,22.53226,5.324716,7.9957,3.0867,10.5385,0.762863,15.7,7,0.417461,-17024.77
35,2009,3.04,2.91,31.49,,31,8.35,1.109505,23.31288,76.90754,59.91194,5.262949,-6.1767,7.86189,11.4597,1.361921,15.82,5,0.333524,-20866.23
35,2010,3.61,1.33,46.89,0.31,33,10.88,0.5070935,44.2402,83.4297,48.76779,5.496635,23.3686,8.49758,11.0076,0.6224588,15.38,4.25,0.407808,-45002.28
35,2011,5.27,1.39,33.38,0.09,37,11.99,0.5299699,35.99727,80.62631,42.26737,5.673014,17.6379,5.24131,11.0845,0.8379724,14.93,6.5,0.445326,-21558.25
35,2012,5.85,-0.02,40.45,79.46,34,8.86,-0.0076255,21.25727,78.52177,47.86183,5.892914,21.99,5.45639,10.6839,-0.0120572,14.18,8.5,0.467774,-17897.52
35,2013,5.31,-3.26,44.51,18.31,42,9.31,-1.242951,22.70201,63.84757,37.03002,6.070738,17.7824,6.38611,10.2952,-1.965317,13.88,7.9,0.46433,-27187.04
35,2014,10.35,-4.21,35.88,46.42,47,11.06,-1.605161,53.46074,44.38859,46.22698,6.545723,47.4985,7.41023,10.4409,-2.538032,13.34,7.75,0.527928,-28430.61
35,2015,4.38,0.17,37.23,,48,6.65,0.0648165,17.89947,63.65165,48.48699,6.50162,-4.4103,7.99625,10.4283,0.1024858,13,8,0.577798,-41604.59
35,2016,9.3,-1.21,49.09,16.54,49,4.91,-0.4613408,30.91755,69.8119,40.18147,6.663924,16.2304,8.25631,10.3085,-0.4777721,12.8,6.75,0.480321,-29218.67
35,2017,8.06,-1.88,54.51,46.65,53,4.95,-0.7167938,23.2679,75.39798,33.33818,6.796969,13.3045,6.79538,10.7672,-0.7423235,12.53,6.25,0.50137,-31540.38
35,2018,7.6,0.2,49.71,2.29,58,3.33,0.0762547,26.80776,58.36558,37.0055,6.698786,-9.8183,6.53299,10.7885,0.0789706,12.2,6,0.506073,-47501.74
35,2019,12.32,0.54,62.03,-1.65,63,3.95,0.2058876,24.98986,60.57752,22.77948,7.204201,50.5415,4.04155,11.228,0.2132206,13.21,6.5,0.558891,-26778.19
35,2020,12.13,0.45,66.76,-1.24,71,3.72,0.171573,17.20323,60.44188,25.58054,7.629495,42.5294,-7.96461,12.6008,0.1776838,17.6,5.25,0.483903,-23504.62
36,2005,3.57,0.89,43.38,,62,3.77,0.877699,18.17719,39.72827,39.49769,7.25099,-37.8505,7.92343,10.3661,0.4165325,13.69,6,0.786903,-31240.21
36,2006,-8.82,0.73,45.72,,130,4.25,0.7199104,-8.274697,28.07158,18.03185,8.063498,81.2508,8.06073,9.80247,0.3416503,13.58,6.5,3.28482,-21061.06
36,2007,86.07,1.6,63.19,,186,5.8,1.577886,21.88907,20.25546,17.73016,8.711336,,7.66082,9.86212,0.7488226,14.29,7,0.63794,-9879.55
36,2008,-33.45,0.86,56.08,4.13,230,6.37,0.8481137,-6.527084,26.0185,12.56265,9.114532,40.3196,3.0867,10.5385,0.4024921,15.7,7,4.23913,-15350.64
36,2009,302.2,2.72,47.94,12.11,359,8.35,2.682406,31.94436,21.67082,11.14656,9.438638,32.4106,7.86189,11.4597,1.272998,15.82,5,0.553789,-8325.949
36,2010,154.87,2.38,35.41,19.91,417,10.88,2.347105,17.86378,21.42259,8.913009,9.838567,39.9929,8.49758,11.0076,1.113874,15.38,4.25,1.30615,-10616.99
36,2011,96.14,0.79,31.03,24.06,620,11.99,0.7790812,10.80929,31.68899,7.571558,10.07508,23.6513,5.24131,11.0845,0.4762577,14.93,6.5,5.37451,-14476.9
36,2012,311.02,1.12,35.51,-21.93,786,8.86,1.10452,18.33758,35.30014,7.2605,10.50194,,5.45639,10.6839,0.6752008,14.18,8.5,2.18996,-11562.21
36,2013,128.76,0.72,38.05,169.15,823,9.31,0.7100486,5.853152,34.04248,7.198413,10.61418,,6.38611,10.2952,0.4340577,13.88,7.9,10.6808,-13567.16
36,2014,255.31,0.01,38.51,515.75,877,11.06,0.0098618,11.06052,33.33473,8.833941,10.72465,11.047,7.41023,10.4409,0.0060286,13.34,7.75,0.766686,-12426.25
36,2015,226.69,-0.71,48.43,926.05,953,6.65,-0.7001868,11.57674,44.06666,10.41623,10.48905,-23.56,7.99625,10.4283,-0.4280291,13,8,1.33378,-14324.68
36,2016,280.01,0.02,53.43,410.7,1095,4.91,0.0197236,15.82702,40.26213,10.07524,10.68843,19.938,8.25631,10.3085,0.0078971,12.8,6.75,0.631226,-14230.05
36,2017,622.67,0.03,60.6,435.55,1091,4.95,0.0295854,26.21117,49.02834,10.36436,10.70419,1.576,6.79538,10.7672,0.0118456,12.53,6.25,0.329307,-12462.06
36,2018,296.64,-1.16,62.37,551.92,1188,3.33,-1.143967,16.18145,38.13412,9.77109,10.75478,5.059,6.53299,10.7885,-0.4580294,12.2,6,0.569466,-18641.65
36,2019,89.57,0.04,58.4,1.42,1559,3.95,0.0394471,40.20378,31.26346,10.2286,10.96683,,4.04155,11.228,0.0157941,13.21,6.5,0.379273,-17585.89
36,2020,274.33,0.2,56.71,48.35,1824,3.72,0.1972357,12.04073,30.4317,9.600767,11.04873,8.19,-7.96461,12.6008,0.0789706,17.6,5.25,1.7871,-20447.12
37,2005,91.29,-3.38,83.59,-0.11,1503,3.77,-2.429041,39.79685,46.27275,4.280109,8.446655,,7.92343,10.3661,-1.581888,13.69,6,0.30441,-19055.76
37,2006,55.23,-2.01,83.49,-0.11,1492,4.25,-1.444489,30.29788,49.90539,4.388089,8.227301,-21.9354,8.06073,9.80247,-0.9407083,13.58,6.5,0.905184,-24030.84
37,2007,92.49,0.71,83.9,,1331,5.8,0.5102424,34.46618,50.51757,6.381232,8.568295,34.0994,7.66082,9.86212,0.33229,14.29,7,0.563545,-17900.92
37,2008,173.66,0.48,80.12,49.82,2235,6.37,0.3449526,34.87289,53.66076,8.389637,8.933592,36.5297,3.0867,10.5385,0.2246468,15.7,7,0.323703,-13965.18
37,2009,120.06,-1.25,78.19,149.41,1942,8.35,-0.8983141,22.9433,55.0899,10.06789,8.689978,-24.3614,7.86189,11.4597,-0.5850176,15.82,5,0.459346,-15727.98
37,2010,107.52,-1.3,78.01,113.52,1591,10.88,-0.9342467,29.40195,56.37764,9.795378,8.722037,3.2059,8.49758,11.0076,-0.6084183,15.38,4.25,0.436893,-16615.72
37,2011,112.1,0.3,75.68,46.71,2174,11.99,0.2155954,25.87839,57.76022,8.383932,8.910973,18.8936,5.24131,11.0845,0.1808574,14.93,6.5,0.413978,-15994.17
37,2012,100.37,0.68,73.02,24.59,2053,8.86,0.4886829,17.51383,60.90252,9.92722,9.068414,15.7441,5.45639,10.6839,0.4099433,14.18,8.5,0.636137,-15957.24
37,2013,117.02,1.06,74.16,16.42,2220,9.31,0.7617703,15.44146,58.39343,8.893306,9.330682,26.2268,6.38611,10.2952,0.6390293,13.88,7.9,0.606121,-14850.53
37,2014,138.66,1.31,79.9,29.22,2718,11.06,0.9414331,14.62921,62.98926,8.929409,9.466775,13.6093,7.41023,10.4409,0.7897438,13.34,7.75,0.553225,-14382.61
37,2015,165.72,1.37,78.16,33.6,3352,6.65,0.9845523,13.90688,64.87027,9.847207,9.688579,22.1804,7.99625,10.4283,0.8259153,13,8,0.55258,-14440.79
37,2016,220.46,1.14,78.07,52.82,4248,4.91,0.8192624,15.43848,67.58572,9.374001,9.858413,16.9834,8.25631,10.3085,0.4501323,12.8,6.75,0.4588,-14384.21
37,2017,248.85,0.93,80.22,72.78,4979,4.95,0.6683457,14.66178,65.77967,9.169279,10.08774,22.9327,6.79538,10.7672,0.3672132,12.53,6.25,0.487956,-15176.86
37,2018,310.28,0.94,79.43,112.33,5790,3.33,0.6755322,15.97298,67.29081,9.290655,10.31633,22.859,6.53299,10.7885,0.3711618,12.2,6,0.527245,-15684.48
37,2019,350.16,0.99,79.45,109.18,6133,3.95,0.7114648,13.79234,65.84743,8.704781,10.48547,16.914,4.04155,11.228,0.3909044,13.21,6.5,0.506088,-14541.34
37,2020,391.09,0.9,78.87,162.24,6845,3.72,0.6467862,12.92953,65.82313,8.887514,10.55855,7.308,-7.96461,12.6008,0.3553676,17.6,5.25,0.439249,-13836.9
38,2005,311.18,0.26,86.97,275.57,10201,3.77,0.1516086,21.90236,47.06306,4.593445,10.087,,7.92343,10.3661,0.1216837,13.69,6,0.297653,-15223.13
38,2006,439.04,0.29,88.99,236.91,10156,4.25,0.1691018,26.80637,53.61109,5.045106,10.18661,9.961,8.06073,9.80247,0.1357241,13.58,6.5,0.283613,-12266.92
38,2007,391.53,0.71,88.04,287.9,10120,5.8,0.414008,20.6228,58.19718,4.757962,10.35617,16.956,7.66082,9.86212,0.33229,14.29,7,0.460165,-12876.04
38,2008,478.13,1.06,87.84,264,9957,6.37,0.6180964,19.09785,59.5832,4.659884,10.56209,20.592,3.0867,10.5385,0.4960949,15.7,7,0.277702,-11787.69
38,2009,430.13,1.02,88.84,199.44,9883,8.35,0.594772,13.83308,59.59071,4.478904,10.7885,,7.86189,11.4597,0.4773744,15.82,5,0.3379,-12483.05
38,2010,588.63,1.01,89.16,96.71,10525,10.88,0.588941,15.69299,61.58109,4.517876,10.96105,17.255,8.49758,11.0076,0.4726942,15.38,4.25,0.336122,-11676.51
38,2011,533.84,1,90.64,281.25,9953,11.99,0.5831099,11.87908,63.28211,5.160928,11.16816,20.711,5.24131,11.0845,0.6028579,14.93,6.5,0.431425,-12685.64
38,2012,582.17,1.08,88.3,262.13,10202,8.86,0.6297587,9.357314,64.87457,5.123511,11.37811,20.995,5.45639,10.6839,0.6510865,14.18,8.5,0.375269,-12011.89
38,2013,655.46,0.86,85.69,373.33,11093,9.31,0.5014745,7.940004,57.98746,5.08109,11.63903,26.092,6.38611,10.2952,0.5184578,13.88,7.9,0.273658,-11683.74
38,2014,916.73,0.51,88.12,733.16,12983,11.06,0.297386,9.91336,62.11085,5.720239,11.73498,9.595,7.41023,10.4409,0.3074575,13.34,7.75,0.305052,-11740.89
38,2015,721.33,0.22,89.24,1114.74,13632,6.65,0.1282842,7.478099,60.75583,5.726677,11.77468,3.97,7.99625,10.4283,0.1326287,13,8,0.307193,-12506.39
38,2016,716.8,-1.02,88,2724.07,13906,4.91,-0.594772,7.881868,61.69613,5.351763,11.80142,2.674,8.25631,10.3085,-0.40275,12.8,6.75,0.324791,-13764.05
38,2017,1251.4,-0.67,87.97,2457.75,13985,4.95,-0.3906836,13.65631,56.02898,5.933074,11.77167,-2.975,6.79538,10.7672,-0.2645515,12.53,6.25,0.371189,-12531.1
38,2018,1163.52,-1.59,87.81,4281.8,13613,3.33,-0.9271447,15.25414,54.26247,7.614442,11.70239,-6.928,6.53299,10.7885,-0.6278162,12.2,6,0.326441,-13945.13
38,2019,972.23,-5.49,92.26,4903.73,13328,3.95,-3.201273,16.29883,47.62495,2.816527,11.60002,-10.237,4.04155,11.228,-2.167742,13.21,6.5,0.384349,-19344.8
39,2005,408.09,0.72,33.11,-14.42,380,3.77,1.1407,77.94968,23.64001,11.46186,9.282377,-231.764,7.92343,10.3661,0.3369702,13.69,6,0.515366,-11629.39
39,2006,555.24,1.04,36.35,,678,4.25,1.647677,80.13971,21.42508,10.88208,9.396842,11.4465,8.06073,9.80247,0.4867347,13.58,6.5,0.446377,-14014.73
39,2007,653.66,1.23,39.39,,2250,5.8,1.948695,74.19691,27.91441,10.95028,9.782171,38.5329,7.66082,9.86212,0.5756574,14.29,7,0.402566,-17670
39,2008,1017.6,1.56,55.66,28.9,3500,6.37,2.471515,72.24604,36.25669,17.36654,10.11509,33.2919,3.0867,10.5385,0.7301019,15.7,7,0.313918,-15748.72
39,2009,1019.69,1.75,56.69,125.97,1599,8.35,2.772533,58.39981,35.25416,19.07556,10.12482,0.973,7.86189,11.4597,0.8190247,15.82,5,0.341455,-15020.48
39,2010,817.05,1.73,51.86,-61.6,1498,10.88,2.740847,56.75811,45.61401,17.45375,10.2517,,8.49758,11.0076,0.8096644,15.38,4.25,0.494899,-15250.08
39,2011,980.46,1.95,51.07,-13.05,1453,11.99,3.089395,56.43975,49.83907,19.43845,10.26395,1.225,5.24131,11.0845,1.175573,14.93,6.5,0.7351,-14898.3
39,2012,752.96,2.58,58.84,,1351,8.86,4.087506,35.92469,43.83788,22.35136,10.26206,-0.189,5.45639,10.6839,1.555373,14.18,8.5,0.683168,-14381.69
39,2013,936.38,2.98,51.35,2.25,1675,9.31,4.721229,37.03054,55.25521,19.48831,10.60887,34.681,6.38611,10.2952,1.796516,13.88,7.9,0.411415,-12797.38
39,2014,487.83,1.54,45.26,16.17,1730,11.06,2.439829,17.63927,50.28924,15.64509,10.96293,35.406,7.41023,10.4409,0.9284011,13.34,7.75,1.09834,-16757.66
39,2015,1376.34,2.55,62.72,-69.18,1776,6.65,4.039977,30.98399,58.66894,16.93641,11.02837,6.544,7.99625,10.4283,1.537287,13,8,0.321053,-10904.56
39,2016,955.7,1.83,63.01,15.94,1807,4.91,2.899278,20.84219,62.35186,16.74747,11.14723,11.886,8.25631,10.3085,0.7225809,12.8,6.75,0.424703,-12122.17
39,2017,1121.76,1.39,51.1,578.43,1791,4.95,2.202184,23.67716,46.13165,15.31275,11.23939,9.216,6.79538,10.7672,0.5488456,12.53,6.25,0.288086,-11701.42
39,2018,975.1,1.14,60.39,51.32,1791,3.33,1.806107,24.11435,50.04522,15.18094,11.26989,3.05,6.53299,10.7885,0.4501323,12.2,6,0.416167,-14328.07
39,2019,1214.79,1.27,52.25,11.39,1670,3.95,2.012067,24.15599,45.41368,15.01446,11.57391,30.402,4.04155,11.228,0.5014632,13.21,6.5,0.38979,-13322.35
39,2020,731.88,0.95,49.41,112.17,1698,3.72,1.50509,13.5781,42.11981,14.01273,11.70556,13.165,-7.96461,12.6008,0.3751103,17.6,5.25,0.560137,-15423.4
40,2005,14.71,-0.83,88.44,10.47,1313,3.77,-0.9009338,10.6974,53.32469,4.315059,7.880222,-382.534,7.92343,10.3661,-0.3884517,13.69,6,1.10214,-19641.42
40,2006,21.91,0.33,88.9,0.71,1385,4.25,0.3582026,14.60764,55.9665,4.717875,7.954632,7.441,8.06073,9.80247,0.1544447,13.58,6.5,0.80103,-19794.46
40,2007,27.67,0.47,89.56,-3.8,1385,5.8,0.5101674,14.68606,53.27978,4.274134,8.145535,19.0903,7.66082,9.86212,0.2199666,14.29,7,0.75805,-17610.5
40,2008,42.03,0.76,89.47,-0.32,1411,6.37,0.8249515,16.2907,52.12101,4.270539,8.30226,15.6725,3.0867,10.5385,0.3556907,15.7,7,0.434092,-14933.54
40,2009,79.36,1.21,88.06,3.06,1402,8.35,1.31341,21.17961,56.63941,7.52248,8.638139,33.5879,7.86189,11.4597,0.5662971,15.82,5,0.559489,-12328.4
40,2010,90.99,0.35,87.78,2.43,3275,10.88,0.3799118,21.02843,61.90587,5.441894,8.997999,,8.49758,11.0076,0.1638049,15.38,4.25,0.526136,-15704.04
40,2011,146.77,0.23,87.82,6.33,3665,11.99,0.2496564,20.70917,63.53416,5.919758,9.565785,56.7786,5.24131,11.0845,0.1386573,14.93,6.5,0.702594,-16785.09
40,2012,143.64,-0.73,80.43,8.21,3468,8.86,-0.7923876,13.70166,59.67401,4.962018,9.594002,2.8217,5.45639,10.6839,-0.4400862,14.18,8.5,0.636818,-17859.45
40,2013,114.3,0.02,81,73.95,2601,9.31,0.0217092,10.55421,56.23493,5.538848,9.534566,-5.9436,6.38611,10.2952,0.0120572,13.88,7.9,0.4578,-14697.68
